left_index,left_side,similarity,right_side,right_index
3758,junior engineer quality control,0.8394843,manager quality control,610
3758,junior engineer quality control,0.805585,senior manager quality control,1311
4842,junior engineer supervisor,0.8416172,supervisor engineer,4028
3520,junior engineer trainee,0.88372874,junior engineer training,4856
4856,junior engineer training,0.88372874,junior engineer trainee,3520
5219,junior engineerelectrical mechanical,0.81667393,sr dot engineer electrical mechanical,5417
4163,junior engineering assistant,0.8950315,senior engineering assistant,4627
4163,junior engineering assistant,0.8214348,engineering assistant,3651
1905,junior engineering manager,0.85113204,senior engineering manager,671
5120,junior engineerjunior engineer,0.88199234,junior engineer,3368
3735,junior executive engineer,0.90087926,senior executive engineer,3458
3735,junior executive engineer,0.8014633,executive engineer,3401
3761,junior field engineer,0.89300084,senior field engineer,3729
6362,junior financial analyst,0.90697163,senior financial analyst,5886
3486,junior gi engineer,0.87998146,senior gi engineer,3511
5182,junior hardware engineer,0.91525525,senior hardware engineer,4031
4167,junior highway engineer,0.93567044,senior highway engineer,3748
4167,junior highway engineer,0.81548804,highway engineer,3467
4227,junior industrial engineer,0.92003477,senior industrial engineer,3874
4227,junior industrial engineer,0.8455169,industrial engineer,3459
4267,junior instrument engineer,0.9052456,senior instrument engineer,3564
4267,junior instrument engineer,0.81470615,instrument engineer,3411
2208,junior manager design,0.86612433,senior manager design,1008
1208,junior manager electrical,0.88892937,senior manager electrical,757
1208,junior manager electrical,0.81963736,manager electrical,527
1208,junior manager electrical,0.8153974,junior engineer electrical,3418
1290,junior manager finance,0.8741463,senior manager finance,451
1297,junior manager hr,0.80828243,senior manager hr,393
2945,junior manager legal,0.89250195,senior manager legal,684
2747,junior manager maintenance,0.90191984,senior manager maintenance,612
2747,junior manager maintenance,0.82821685,junior engineer maintenance,3578
2602,junior manager qa,0.8113717,senior manager qa,786
3422,junior mechanical engineer,0.8051843,mechanical engineer,3374
5043,junior mep engineer,0.8738826,senior mep engineer,3681
4408,junior mining engineer,0.8753051,senior mining engineer,4410
4340,junior network engineer,0.90928125,senior network engineer,3441
5018,junior officer engineering,0.9148757,senior officer engineering,3974
5381,junior piping engineer,0.899364,senior piping engineer,3639
3976,junior planning engineer,0.8925459,senior planning engineer,3494
4355,junior process engineer,0.88142544,senior process engineer,3526
6502,junior programmer analyst,0.91525334,senior programmer analyst,5925
6502,junior programmer analyst,0.85121006,programmer analyst,5878
4012,junior project engineer,0.86750627,senior project engineer,3399
726,junior project manager,0.8581366,senior project manager,334
3779,junior qa engineer,0.8652375,senior qa engineer,3443
6224,junior quality analyst,0.89831346,senior quality analyst,5888
3538,junior quality engineer,0.8908177,senior quality engineer,3431
1175,junior relationship manager,0.912828,senior relationship manager,310
1175,junior relationship manager,0.80902815,relationship manager,280
5935,junior research analyst,0.907755,senior research analyst,5904
6250,junior safety data analyst,0.9408255,senior safety data analyst,6278
6250,junior safety data analyst,0.8895402,safety data analyst,6149
1293,junior sale manager,0.8234909,senior sale manager,322
6480,junior scientific analyst,0.93600667,senior scientific analyst,6272
6480,junior scientific analyst,0.8556544,scientific analyst,6000
6577,junior seo analyst,0.8943056,senior seo analyst,6166
3641,junior service engineer,0.87086666,senior service engineer,3424
4319,junior shift engineer,0.8974784,senior shift engineer,4155
3682,junior site engineer,0.85801476,senior site engineer,3492
10,junior software developer,0.91388196,senior software developer,4
10,junior software developer,0.8346771,software developer,1
13,junior software engineer,0.8778878,senior software engineer,61
13,junior software engineer,0.82614684,r software engineer,128
136,junior software programmer,0.93359816,senior software programmer,78
136,junior software programmer,0.87445295,software programmer,32
94,junior software test engineer,0.9255783,junior software tester,105
94,junior software test engineer,0.9070803,senior software test engineer,34
94,junior software test engineer,0.82826596,senior software tester,26
94,junior software test engineer,0.8206294,softwaretest engineer,3
105,junior software tester,0.9255783,junior software test engineer,94
105,junior software tester,0.9022962,senior software tester,26
105,junior software tester,0.82671,senior software test engineer,34
105,junior software tester,0.8106406,software tester,5
2741,junior store manager,0.8600091,senior store manager,530
4170,junior structural engineer,0.907114,senior structural engineer,3738
4170,junior structural engineer,0.8089278,structural engineer,3456
3937,junior support engineer,0.87199485,senior support engineer,3521
6636,junior system analyst,0.88420635,senior system analyst,5898
6636,junior system analyst,0.8078896,junior system engineer,4007
4007,junior system engineer,0.8773488,senior system engineer,3382
4007,junior system engineer,0.8078896,junior system analyst,6636
6574,junior technical analyst,0.88846165,senior technical analyst,5937
6574,junior technical analyst,0.8185163,technical analyst,5889
4279,junior technical engineer,0.8771424,senior technical engineer,3693
3746,junior telecom engineer,0.8825895,senior telecom engineer,3843
3746,junior telecom engineer,0.80823267,telecom engineer,3449
6465,junior test analyst,0.82466924,senior test analyst,5908
3660,junior test engineer,0.82104796,senior test engineer,3391
3169,junior wealth manager,0.9229208,senior wealth manager,1103
1896,junior work manager,0.9014334,senior work manager,2359
6867,key account associate,0.8141292,account associate,6698
6700,key account executive,0.90337574,senior key account executive,6737
306,key account manager,0.85109687,senior key account manager,584
6746,key account officer,0.83690464,account officer,6692
7011,key account representative,0.8756401,account representative,6842
6976,key account sale officer,0.9267954,senior key account sale officer,6876
6978,key account support executive,0.8858706,account support executive,6854
482,key relationship manager,0.90943253,senior key relationship manager,1977
6242,knowledge analyst,0.88562495,senior knowledge analyst,6576
6242,knowledge analyst,0.83263683,knowledge manager,1277
4500,knowledge engineer,0.84746414,knowledge manager,1277
6455,knowledge management analyst,0.8872307,knowledge manager,1277
1277,knowledge manager,0.8872307,knowledge management analyst,6455
1277,knowledge manager,0.84746414,knowledge engineer,4500
1277,knowledge manager,0.83263683,knowledge analyst,6242
6329,l analyst,0.8120543,analyst,5872
3536,l network engineer,0.8618391,network engineer,3381
3536,l network engineer,0.8028753,network engineer l,3469
5252,l repair engineer,0.9160466,repair engineer,3591
5383,l server engineer,0.90263534,server engineer,3617
6598,l support analyst,0.9016904,support analyst,5952
3542,l support engineer,0.8845708,support engineer,3480
3496,l technical support engineer,0.94457173,technical support engineer,3378
3496,l technical support engineer,0.8723238,senior technical support engineer,3465
3496,l technical support engineer,0.82153696,technical support engineer trainee,4793
3496,l technical support engineer,0.81369865,technical support engineer lead,4955
3496,l technical support engineer,0.81365156,technical support engineerassistant,5047
3496,l technical support engineer,0.8054868,technical support engineer technician engineer,4885
5765,lan engineer,0.82135284,ran engineer,3607
5835,landscape architect,0.89124656,senior landscape architect,5832
6622,language analyst,0.82141095,chinese language analyst,6620
5204,layout design engineer,0.82982206,pcb layout design engineer,4722
5204,layout design engineer,0.82590115,analog layout design engineer,4919
6788,lead accountant,0.8911306,head accountant,6855
5912,lead business analyst,0.85271776,senior lead business analyst,6310
5202,lead commissioning engineer,0.8243731,commissioning engineer,3531
5202,lead commissioning engineer,0.8076239,c commissioning engineer,5026
3741,lead design engineer,0.8407748,cad design engineer,3725
3994,lead electrical engineer,0.81311804,electrical engineer,3377
5253,lead electrical instrument engineer,0.8966033,electrical instrument engineer,4249
5743,lead estimation engineer,0.843911,estimation engineer,3730
5488,lead field service engineer,0.821399,field service engineer,3423
6820,lead finance account,0.9310945,head finance account,6754
6143,lead implementation analyst,0.80478936,implementation analyst,6128
6663,lead infrastructure analyst,0.8774635,infrastructure analyst,5986
6663,lead infrastructure analyst,0.86307544,lead infrastructure engineer,3860
3860,lead infrastructure engineer,0.8711617,infrastructure engineer,3558
3860,lead infrastructure engineer,0.86307544,lead infrastructure analyst,6663
4117,lead product engineer,0.80754215,lead product manager,2466
2466,lead product manager,0.80754215,lead product engineer,4117
3890,lead project engineer,0.802515,lead project manager,1691
1691,lead project manager,0.802515,lead project engineer,3890
5330,lead qaqc electrical engineer,0.83277035,qa qc electrical engineer,4071
4916,lead safety engineer,0.8157725,road safety engineer,4813
153,lead software,0.89199454,lead software engineer,19
95,lead software developer,0.81307936,software developer,1
19,lead software engineer,0.89199454,lead software,153
5813,lead solution architect,0.8443399,solution architect,5770
6268,lead system analyst,0.815835,lead system engineer,4052
4052,lead system engineer,0.815835,lead system analyst,6268
5804,lead technical architect,0.82803637,technical architect,5768
4566,leader quality assurance engineer,0.823319,quality assurance engineer,3508
4566,leader quality assurance engineer,0.8096408,manager quality assurance,432
5726,lean manufacturing engineer,0.84352887,manufacturing engineer,3453
394,legal manager,0.8216177,area legal manager,882
3749,line engineer trainee,0.8970558,engineer trainee,3387
783,loss prevention manager,0.89672756,area loss prevention manager,1014
783,loss prevention manager,0.8043629,assistant manager loss prevention,2141
5661,lte radio network optimization engineer,0.9611116,radio network optimization engineer,3784
5661,lte radio network optimization engineer,0.86908007,network optimization engineer,4737
6485,m associate system analyst,0.9295531,associate system analyst,5998
3879,machine shop engineer,0.8215385,manager machine shop,1869
5466,machinery engineer,0.8923471,plant machinery engineer,4102
3383,maintenance engineer,0.8628979,plant maintenance engineer,3837
3383,maintenance engineer,0.8427134,maintenance engineer trainee,3785
3383,maintenance engineer,0.83457977,assistant maintenance engineer,3685
3383,maintenance engineer,0.80750537,project maintenance engineer,3916
3785,maintenance engineer trainee,0.8427134,maintenance engineer,3383
3785,maintenance engineer trainee,0.8172728,mechanical maintenance engineer trainee,5144
6726,management accountant,0.8212958,cost management accountant,6849
6281,management consulting analyst,0.8235877,consulting analyst,6390
6861,management trainee account,0.8277624,management trainee account finance,7003
7003,management trainee account finance,0.8277624,management trainee account,6861
2207,manager account admin,0.83976734,accountant admin,6819
2207,manager account admin,0.80939215,manager account administration,1374
1374,manager account administration,0.90693915,assistant manager account administration,1713
1374,manager account administration,0.89400935,accountant administration,6794
1374,manager account administration,0.83554107,account administrator,6775
1374,manager account administration,0.80939215,manager account admin,2207
1189,manager account commercial,0.89249957,assistant manager account commercial,2227
1179,manager account payable,0.9319832,account payable,6717
1179,manager account payable,0.9016073,assistant manager account payable,925
1179,manager account payable,0.84351027,account payable analyst,5930
1179,manager account payable,0.8238646,account payable agent,6971
1088,manager account taxation,0.9215843,account taxation,6930
1088,manager account taxation,0.8894842,assistant manager account taxation,1428
1088,manager account taxation,0.87732947,deputy manager account taxation,2143
1979,manager ad sale,0.8474702,senior manager ad sale,3095
1979,manager ad sale,0.81610525,assistant manager ad sale,2106
653,manager administration facility,0.93533516,administration facility manager,2610
2178,manager application engineering,0.8263247,application engineer,3425
2178,manager application engineering,0.8066661,senior application engineer,3599
1404,manager architect,0.8585424,senior manager architect,1897
1404,manager architect,0.8084784,senior architect,5771
1404,manager architect,0.8023481,architect,5769
2458,manager band ii,0.8560778,assistant manager band ii,2195
2187,manager banking,0.8430921,assistant manager banking,1376
2187,manager banking,0.82726073,deputy manager banking,1106
1132,manager business analyst,0.86593455,assistant manager business analyst,1386
1132,manager business analyst,0.8518468,business analyst,5875
1132,manager business analyst,0.80000633,senior business analyst,5882
1167,manager business excellence,0.92487174,assistant manager business excellence,2356
1167,manager business excellence,0.8543362,business excellence analyst,6290
1413,manager business intelligence,0.93947667,senior manager business intelligence,2577
1413,manager business intelligence,0.85356325,business intelligence analyst,5982
1413,manager business intelligence,0.8371491,senior business intelligence analyst,6261
1413,manager business intelligence,0.80418,deputy manager business intelligence unit,3053
526,manager civil,0.8100901,senior manager civil,826
1019,manager client acquisition,0.9175715,assistant manager client acquisition,1957
742,manager client servicing,0.91723055,senior manager client servicing,2338
742,manager client servicing,0.9027128,account manager client servicing,1255
742,manager client servicing,0.8976435,assistant manager client servicing,1086
742,manager client servicing,0.88621736,deputy manager client servicing,3199
2617,manager company secretary,0.8355944,manager secretarial company secretary,2800
1769,manager construction,0.8315543,deputy manager construction,765
1769,manager construction,0.82143867,project manager construction,905
1769,manager construction,0.8171536,general manager construction,1892
1769,manager construction,0.8044064,senior engineer construction,3655
667,manager contract,0.85093963,senior manager contract,1089
667,manager contract,0.8200695,assistant manager contract,1120
667,manager contract,0.8026959,deputy manager contract,2010
1320,manager corporate affair,0.9063624,deputy manager corporate affair,2374
2752,manager corporate banking,0.8676187,credit manager corporate banking,532
2752,manager corporate banking,0.81349736,relationship manager corporate banking,1854
1381,manager corporate finance,0.9176354,senior manager corporate finance,1888
1381,manager corporate finance,0.8981285,assistant manager corporate finance,1663
1554,manager corporate hr,0.90196174,senior manager corporate hr,1884
1554,manager corporate hr,0.8794545,assistant manager corporate hr,1516
1554,manager corporate hr,0.86643815,deputy manager corporate hr,2160
1104,manager corporate sale,0.8696348,assistant manager corporate sale,881
1104,manager corporate sale,0.8558111,deputy manager corporate sale,1102
1104,manager corporate sale,0.8277406,senior corporate sale manager,938
1104,manager corporate sale,0.8194832,regional manager corporate sale,3089
1030,manager costing,0.8457567,senior manager costing,2423
1030,manager costing,0.81415075,assistant manager costing,1044
1976,manager cqa,0.8149627,assistant manager cqa,1814
582,manager credit control,0.9163801,senior manager credit control,2340
582,manager credit control,0.8966252,assistant manager credit control,1033
582,manager credit control,0.8467912,manager credit control account,3071
3071,manager credit control account,0.8467912,manager credit control,582
891,manager customer service operation,0.871264,customer service operation analyst,6145
1165,manager design development,0.9002211,assistant manager design development,1118
1165,manager design development,0.84689045,design development engineer,3472
1165,manager design development,0.8215336,senior design development engineer,4049
527,manager electrical,0.85599756,senior manager electrical,757
527,manager electrical,0.825865,assistant manager electrical,442
527,manager electrical,0.82579756,electrical engineer electrician,3921
527,manager electrical,0.81963736,junior manager electrical,1208
527,manager electrical,0.81544316,senior electrical engineer electrical project,4390
527,manager electrical,0.8153866,project manager electrical,910
527,manager electrical,0.8088627,deputy manager electrical,546
2380,manager electrical automation,0.8754868,electrical automation engineer,4032
1818,manager electrical instrumentation,0.9330622,senior manager electrical instrumentation,2186
1818,manager electrical instrumentation,0.916719,assistant manager electrical instrumentation,1369
1818,manager electrical instrumentation,0.8895098,electrical instrumentation engineer,3619
1818,manager electrical instrumentation,0.8807843,assistant engineer electrical instrumentation,4917
1818,manager electrical instrumentation,0.8678195,project engineer electrical instrumentation,4868
1818,manager electrical instrumentation,0.86446124,senior electrical instrumentation engineer,4369
1818,manager electrical instrumentation,0.8162886,electrical instrument engineer,4249
1078,manager electrical maintenance,0.8982612,assistant manager electrical maintenance,1015
1078,manager electrical maintenance,0.85728025,electrical maintenance engineer,3397
1078,manager electrical maintenance,0.85618097,associate manager electrical maintenance,2810
1078,manager electrical maintenance,0.8301436,senior electrical maintenance engineer,3961
1078,manager electrical maintenance,0.8091191,junior electrical maintenance engineer,3981
816,manager environment,0.90086085,assistant manager environment,1245
816,manager environment,0.8897292,deputy manager environment,2394
816,manager environment,0.81882197,environmental engineer,3647
816,manager environment,0.8011168,environmental analyst,6668
1804,manager excise,0.8656809,assistant manager excise,3358
1804,manager excise,0.8515422,deputy manager excise,3043
1241,manager execution,0.81593686,assistant manager execution,2170
3339,manager facility engineering,0.8102943,facility engineer,3555
3264,manager finance,0.8336916,senior manager finance,451
3264,manager finance,0.80044997,assistant manager finance,354
1111,manager finance operation,0.8857802,assistant manager finance operation,1050
1111,manager finance operation,0.8031611,finance operation analyst,6513
2235,manager financial analyst,0.8649063,financial analyst,5876
2235,manager financial analyst,0.8072995,senior financial analyst,5886
863,manager financial planning,0.8642962,manager financial planning analysis,1025
863,manager financial planning,0.8087232,financial planning analyst,6098
1025,manager financial planning analysis,0.9296077,assistant manager financial planning analysis,2489
1025,manager financial planning analysis,0.86630684,financial planning analyst,6098
1025,manager financial planning analysis,0.8642962,manager financial planning,863
1813,manager fire safety,0.879858,deputy manager fire safety,2162
1813,manager fire safety,0.86496186,asistant manager fire safety,1777
2441,manager fpa,0.8129426,assistant manager fpa,2573
1361,manager geology,0.87595737,assistant manager geology,1520
1861,manager health safety,0.91859126,assistant manager health safety,2455
1861,manager health safety,0.8250001,health safety engineer,5440
1160,manager horticulture,0.9198113,assistant manager horticulture,1455
3195,manager hospitality,0.8652747,assisstant manager hospitality,3328
496,manager hr admin,0.874745,senior manager hr admin,3285
496,manager hr admin,0.8475182,assistant manager hr admin,720
496,manager hr admin,0.8320042,deputy manager hr admin,1071
1136,manager hr administration,0.91576296,senior manager hr administration,787
1136,manager hr administration,0.9008215,assistant manager hr administration,588
2253,manager hr compliance,0.8868233,deputy manager hr compliance,3058
2253,manager hr compliance,0.8340919,asst dot manager hr compliance,2724
988,manager hr ir,0.85179085,senior manager hr ir,1157
1281,manager hrbp,0.83817804,assistant manager hrbp,1343
2024,manager hvac,0.8256856,assistant manager hvac,2191
770,manager indirect taxation,0.9316448,senior manager indirect taxation,1748
770,manager indirect taxation,0.91500235,assistant manager indirect taxation,1105
770,manager indirect taxation,0.90521187,deputy manager indirect taxation,1921
1358,manager industrial engineering,0.9098264,assistant manager industrial engineering,1727
1358,manager industrial engineering,0.8082076,industrial engineer,3459
2721,manager instructional design,0.8300736,instructional design analyst,6559
711,manager instrumentation,0.8959222,senior manager instrumentation,1478
711,manager instrumentation,0.8788762,asstmanager instrumentation,2964
711,manager instrumentation,0.87231475,assistant manager instrumentation,773
711,manager instrumentation,0.8587081,deputy manager instrumentation,1084
711,manager instrumentation,0.83457565,sr engineer instrumentation,4182
711,manager instrumentation,0.81737506,assistant engineer instrumentation,3887
711,manager instrumentation,0.8119022,junior engineer instrumentation,3969
657,manager internal audit,0.9096592,senior manager internal audit,993
657,manager internal audit,0.88859916,assistant manager internal audit,641
657,manager internal audit,0.8763666,deputy manager internal audit,861
1215,manager international business,0.93481255,sale manager international business,2855
1215,manager international business,0.9244898,senior manager international business,1310
1215,manager international business,0.90636235,assistant manager international business,1757
1215,manager international business,0.8857124,general manager international business,1675
1215,manager international business,0.8492545,international business analyst,6638
2538,manager investment banking,0.8774795,investment banking analyst,5996
599,manager learning development,0.93528605,senior manager learning development,965
599,manager learning development,0.9194169,assistant manager learning development,1007
599,manager learning development,0.9100612,deputy manager learning development,2246
2738,manager legal secretarial,0.9260651,assistant manager legal secretarial,2444
1869,manager machine shop,0.8215385,machine shop engineer,3879
1384,manager manufacturing engineering,0.9177694,assistant manager manufacturing engineering,1986
1384,manager manufacturing engineering,0.9082507,deputy manager manufacturing engineering,2120
1384,manager manufacturing engineering,0.90557265,manufacturing engineer,3453
1384,manager manufacturing engineering,0.81961983,senior engineer manufacturing,3650
1384,manager manufacturing engineering,0.8194258,senior manager manufacturing,849
1384,manager manufacturing engineering,0.8055229,general manager manufacturing,884
1384,manager manufacturing engineering,0.8028436,manufacturing manager,626
2210,manager marketing operation,0.84616506,marketing operation analyst,6204
555,manager material,0.8624079,senior manager material,1235
555,manager material,0.80752903,assistant manager material,758
554,manager mechanical,0.86402476,senior manager mechanical,807
554,manager mechanical,0.8351028,assistant manager mechanical,568
554,manager mechanical,0.81871575,deputy manager mechanical,713
554,manager mechanical,0.80808556,project manager mechanical,1672
554,manager mechanical,0.8035903,general manager mechanical,3343
554,manager mechanical,0.80054706,test engineer mechanical,5274
782,manager mechanical maintenance,0.92041916,senior manager mechanical maintenance,2099
782,manager mechanical maintenance,0.90146756,assistant manager mechanical maintenance,923
782,manager mechanical maintenance,0.8903917,deputy manager mechanical maintenance,2261
782,manager mechanical maintenance,0.8544618,junior engineer mechanical maintenance,3715
782,manager mechanical maintenance,0.85358226,sr dot engineer mechanical maintenance,4092
782,manager mechanical maintenance,0.85004205,mechanical maintenance engineer,3407
782,manager mechanical maintenance,0.83641404,senior mechanical maintenance engineer,4118
782,manager mechanical maintenance,0.81948024,shift engineer mechanical maintenance,5640
2768,manager mep service,0.8593048,sr dot manager mep service,2278
2768,manager mep service,0.8521616,project manager mep service,3047
2518,manager microbiology,0.92315704,assistant manager microbiology,1853
2518,manager microbiology,0.81410724,analyst microbiology,6535
1910,manager network operation,0.9544501,engineer network operation,3771
1180,manager new product development,0.9259488,assistant manager new product development,1850
1180,manager new product development,0.87849677,new product development engineer,3552
2080,manager north,0.88007313,sale manager north,1074
1362,manager packaging,0.87954,assistant manager packaging,1590
1324,manager packaging development,0.9253667,assistant manager packaging development,1422
1324,manager packaging development,0.8885542,packaging development engineer,5318
2128,manager packing,0.84536546,deputy manager packing,2383
1458,manager paint shop,0.8401278,senior engineer paint shop,4704
1458,manager paint shop,0.81450284,junior engineer paint shop,4957
1458,manager paint shop,0.8030304,astt manager paint shop,2962
1264,manager piping,0.81994283,deputy manager piping,2110
1900,manager plant engineering,0.86254454,senior manager plant engineering,2710
1810,manager plant maintenance,0.89632165,assistant manager plant maintenance,2620
1810,manager plant maintenance,0.8493889,assistant engineer plant maintenance,5553
1278,manager process engineering,0.8582889,assistant manager process engineering,900
1063,manager process excellence,0.9224696,assistant manager process excellence,1965
1834,manager procurement contract,0.8712637,procurement contract engineer,5668
1598,manager production planning control,0.92875147,assistant manager production planning control,1261
1598,manager production planning control,0.8867346,production planning control engineer,3501
1598,manager production planning control,0.8866867,dy dot manager production planning control,2224
1186,manager program management,0.9089745,senior manager program management,1607
1186,manager program management,0.88778365,assistant manager program management,1747
1186,manager program management,0.8486273,program management engineer,5291
1186,manager program management,0.81123275,program manager,338
2271,manager project execution,0.87728363,assistant manager project execution,2353
2271,manager project execution,0.8104801,sr dot engineer project execution,5071
1034,manager project management,0.9298839,engineer project management,3812
1034,manager project management,0.8876389,senior manager project management,519
1034,manager project management,0.87028927,assistant manager project management,453
1034,manager project management,0.84818965,deputy manager project management,686
1746,manager project planning,0.84558976,project planning engineer,3787
1746,manager project planning,0.815043,senior project planning engineer,5344
2182,manager purchase logistics,0.93477213,senior manager purchase logistics,3021
2182,manager purchase logistics,0.8720264,dy dot manager purchase logistics,2823
928,manager purchase store,0.89484495,assistant manager purchase store,1650
432,manager quality assurance,0.9129828,senior manager quality assurance,734
432,manager quality assurance,0.8969204,assistant manager quality assurance,400
432,manager quality assurance,0.88068014,deputy manager quality assurance,576
432,manager quality assurance,0.86950827,general manager quality assurance,1363
432,manager quality assurance,0.8516199,assistant engineer quality assurance,3857
432,manager quality assurance,0.841446,junior engineer quality assurance,3577
432,manager quality assurance,0.8158248,quality assurance engineer,3508
432,manager quality assurance,0.8096408,leader quality assurance engineer,4566
432,manager quality assurance,0.80373484,manager quality assurance qms,2917
2917,manager quality assurance qms,0.80373484,manager quality assurance,432
610,manager quality control,0.9118576,senior manager quality control,1311
610,manager quality control,0.89122015,assistant manager quality control,569
610,manager quality control,0.8792182,deputy manager quality control,939
610,manager quality control,0.86793923,general manager quality control,2387
610,manager quality control,0.8394843,junior engineer quality control,3758
610,manager quality control,0.81209797,trainee engineer quality control,5289
3111,manager quality management system,0.86523086,quality management system engineer,5170
1881,manager quantity surveyor,0.9681464,engineer quantity surveyor,5433
1881,manager quantity surveyor,0.93028367,assistant manager quantity surveyor,2303
1881,manager quantity surveyor,0.8093492,civil site engineer quantity surveyor,5336
2205,manager regulatory affair regulated market,0.8057359,senior manager regulatory affair,1600
1115,manager research development,0.90629035,deputy manager research development,1234
1115,manager research development,0.86390007,design engineer research development,4180
2070,manager revenue assurance,0.8427668,revenue assurance analyst,6283
1999,manager safety security,0.90895003,assistant manager safety security,2346
387,manager sale marketing,0.88476837,senior manager sale marketing,513
387,manager sale marketing,0.85920894,assistant manager sale marketing,417
387,manager sale marketing,0.85664934,area manager sale marketing,854
387,manager sale marketing,0.8445668,deputy manager sale marketing,723
387,manager sale marketing,0.8309497,general manager sale marketing,762
387,manager sale marketing,0.8204968,senior engineer sale marketing,3926
387,manager sale marketing,0.8063258,regional manager sale marketing,1286
740,manager sale operation,0.88440037,senior manager sale operation,2785
740,manager sale operation,0.8562129,area manager sale operation,2477
572,manager scm,0.8005511,senior manager scm,1173
1926,manager secretarial,0.8884764,assistant manager secretarial,1429
1926,manager secretarial,0.8795351,manager secretarial il,3263
2800,manager secretarial company secretary,0.8355944,manager company secretary,2617
3263,manager secretarial il,0.8795351,manager secretarial,1926
889,manager senior manager,0.82560706,senior manager,284
2288,manager strategic planning,0.9311251,senior manager strategic planning,3186
902,manager strategic sourcing,0.93157864,senior manager strategic sourcing,2156
902,manager strategic sourcing,0.91492224,assistant manager strategic sourcing,1452
902,manager strategic sourcing,0.90512383,deputy manager strategic sourcing,2816
902,manager strategic sourcing,0.8689217,strategic sourcing engineer,5158
1538,manager structure,0.80006874,senior engineer structure,4026
1831,manager supplier development,0.87393093,supplier development engineer,4547
1951,manager supplier quality,0.8298415,asst dot manager supplier quality,2078
1951,manager supplier quality,0.8265949,supplier quality engineer,3517
618,manager supply chain management,0.9628689,engineer supply chain management,4070
618,manager supply chain management,0.8948599,senior engineer supply chain management,4773
618,manager supply chain management,0.88063765,supply chain management analyst,6525
618,manager supply chain management,0.86592495,supply chain manager,444
616,manager talent acquisition,0.9302402,senior manager talent acquisition,1415
616,manager talent acquisition,0.91330254,assistant manager talent acquisition,738
616,manager talent acquisition,0.85310453,talent acquisition analyst,6246
617,manager taxation,0.86724126,senior manager taxation,1036
617,manager taxation,0.83881843,assistant manager taxation,728
617,manager taxation,0.822687,deputy manager taxation,1325
2179,manager technical architect,0.9294747,technical architect,5768
2179,manager technical architect,0.89081055,senior technical architect,5776
813,manager technology,0.89044654,senior manager technology,1072
813,manager technology,0.85174423,deputy manager technology,2532
1342,manager trade finance,0.88331187,assistant manager trade finance,1494
896,manager training development,0.9213947,senior manager training development,1690
896,manager training development,0.90263945,assistant manager training development,1094
1377,manager vendor development,0.9099613,assistant manager vendor development,1456
1377,manager vendor development,0.8867464,senior engineer vendor development,4478
1377,manager vendor development,0.86798596,vendor development engineer,3841
2910,manager vendor management,0.8947929,assistant manager vendor management,2885
2910,manager vendor management,0.8022475,vendor manager,817
1272,manager wfm,0.8059642,assistant manager wfm,1191
3453,manufacturing engineer,0.90557265,manager manufacturing engineering,1384
3453,manufacturing engineer,0.87622297,manufacturing engineer trainee,5194
3453,manufacturing engineer,0.84352887,lean manufacturing engineer,5726
3453,manufacturing engineer,0.8364711,manufacturing manager,626
3453,manufacturing engineer,0.8311069,assistant manager manufacturing engineering,1986
3453,manufacturing engineer,0.82859224,production manufacturing engineer,5469
3453,manufacturing engineer,0.8224869,deputy manager manufacturing engineering,2120
3453,manufacturing engineer,0.81394637,senior engineer manufacturing,3650
5194,manufacturing engineer trainee,0.87622297,manufacturing engineer,3453
626,manufacturing manager,0.8364711,manufacturing engineer,3453
626,manufacturing manager,0.8028436,manager manufacturing engineering,1384
6507,map analyst,0.80940616,ap analyst,6205
5917,market research analyst,0.9166515,senior market research analyst,6273
5917,market research analyst,0.8005938,market research manager,1687
1687,market research manager,0.8005938,market research analyst,5917
6194,market risk analyst,0.9122076,senior market risk analyst,6335
3626,marketing engineer,0.87323415,sale marketing engineer,3800
315,marketing manager,0.8556645,senior marketing manager,471
315,marketing manager,0.8375602,tele marketing manager,1702
315,marketing manager,0.8368599,state marketing manager,2502
315,marketing manager,0.8230469,zonal marketing manager,600
315,marketing manager,0.8224926,area marketing manager,719
6204,marketing operation analyst,0.8834688,sr dot marketing operation analyst,6581
6204,marketing operation analyst,0.84616506,manager marketing operation,2210
3575,material engineer,0.81020415,assistant material engineer,3990
3374,mechanical engineer,0.95860994,mechanical engineer p,5334
3374,mechanical engineer,0.83707035,im mechanical engineer,5135
3374,mechanical engineer,0.82500964,b e mechanical engineer,3750
3374,mechanical engineer,0.8051843,junior mechanical engineer,3422
4132,mechanical engineer hvac engineerhvac project engineer hvac maintenance engineer,0.8018731,project engineer hvac,3802
5334,mechanical engineer p,0.95860994,mechanical engineer,3374
5334,mechanical engineer p,0.8024239,im mechanical engineer,5135
4353,mechanical engineering student,0.8081756,engineering student,3953
3407,mechanical maintenance engineer,0.90655506,senior mechanical maintenance engineer,4118
3407,mechanical maintenance engineer,0.8968123,mechanical maintenance engineer trainee,5144
3407,mechanical maintenance engineer,0.85004205,manager mechanical maintenance,782
3407,mechanical maintenance engineer,0.8041761,sr dot engineer mechanical maintenance,4092
3407,mechanical maintenance engineer,0.80333024,junior engineer mechanical maintenance,3715
5144,mechanical maintenance engineer trainee,0.8968123,mechanical maintenance engineer,3407
